pond_id,species,ph,do_mgL,temp_C,ammonia_mgL,salinity_ppt,turbidity_ntu,water_quality_status,is_synthetic,split
pond_01688,fish,7.28,7.25,28.1,0.0,0.26,13.3,Optimal,True,train
pond_01689,fish,7.04,4.23,30.9,0.037,0.0,24.1,Poor,True,train
pond_01690,fish,8.06,6.04,27.0,0.161,0.26,57.5,Critical,True,train
pond_01691,fish,7.58,6.12,24.1,0.0,0.08,24.0,Optimal,True,train
pond_01692,fish,7.56,4.27,24.6,0.218,0.0,47.9,Critical,True,train
pond_01693,fish,6.95,5.97,27.0,0.236,0.39,62.3,Critical,True,train
pond_01694,fish,7.33,9.13,25.0,0.0,0.4,34.5,Optimal,True,train
pond_01695,fish,7.62,3.16,29.6,0.383,0.44,52.9,Critical,True,train
pond_01696,fish,7.83,6.05,27.2,0.052,0.05,44.6,Poor,True,train
pond_01697,fish,7.34,4.3,35.1,0.138,0.49,37.1,Critical,True,train
pond_01698,fish,8.05,7.25,23.6,0.0,0.08,48.5,Acceptable,True,train
pond_01699,fish,7.4,4.33,29.1,0.392,0.36,68.1,Critical,True,val
pond_01700,fish,7.88,4.48,25.3,0.004,0.07,23.5,Acceptable,True,test
pond_01701,fish,7.11,4.17,27.1,0.002,0.14,17.7,Poor,True,train
pond_01702,fish,6.31,7.58,28.9,0.0,0.0,16.7,Optimal,True,train
pond_01703,fish,7.56,5.82,22.0,0.177,0.12,52.9,Critical,True,train
pond_01704,fish,7.84,4.96,29.2,0.226,0.22,55.3,Critical,True,test
pond_01705,fish,7.75,7.6,33.8,0.0,0.1,25.3,Acceptable,True,train
pond_01706,fish,7.65,5.04,27.2,0.0,0.64,0.0,Acceptable,True,train
pond_01707,fish,7.19,6.12,29.2,0.0,0.0,22.9,Optimal,True,train
pond_01708,fish,6.92,6.67,31.4,0.037,0.06,44.9,Acceptable,True,val
pond_01709,fish,7.73,7.32,28.0,0.0,0.0,33.8,Optimal,True,train
pond_01710,fish,7.66,4.28,26.9,0.151,0.06,38.2,Critical,True,train
pond_01711,fish,7.06,6.17,22.1,0.0,0.46,25.6,Acceptable,True,train
pond_01712,fish,8.07,5.84,30.3,0.148,0.57,53.3,Critical,True,train
pond_01713,fish,6.87,8.57,28.2,0.0,0.02,41.2,Optimal,True,train
pond_01714,fish,7.05,5.34,25.7,0.157,0.02,45.6,Critical,True,train
pond_01715,fish,8.38,5.03,28.9,0.065,0.0,37.9,Poor,True,train
pond_01716,fish,7.92,6.74,26.9,0.031,0.53,44.4,Acceptable,True,train
pond_01717,fish,7.19,6.98,27.0,0.006,0.48,43.3,Optimal,True,train
pond_01718,fish,7.57,6.39,30.2,0.0,0.17,18.3,Optimal,True,train
pond_01719,fish,7.49,5.42,24.8,0.106,0.0,41.7,Critical,True,train
pond_01720,fish,5.75,4.43,31.4,0.23,0.0,49.2,Critical,True,train
pond_01721,fish,6.86,6.94,24.6,0.11,0.24,55.8,Critical,True,val
pond_01722,fish,7.37,7.96,26.6,0.0,0.34,42.5,Optimal,True,test
pond_01723,fish,7.19,4.31,33.9,0.0,0.0,17.6,Acceptable,True,train
pond_01724,fish,7.55,5.09,31.7,0.0,0.12,20.4,Optimal,True,train
pond_01725,fish,8.08,4.31,28.8,0.076,0.6,27.2,Poor,True,val
pond_01726,fish,7.21,8.97,25.9,0.0,0.15,38.4,Optimal,True,val
pond_01727,fish,6.77,6.33,27.0,0.0,0.57,32.8,Optimal,True,val
pond_01728,fish,7.59,7.26,28.7,0.0,0.36,14.8,Optimal,True,train
pond_01729,fish,7.2,5.82,28.6,0.0,0.0,14.7,Optimal,True,train
pond_01730,fish,7.31,5.97,28.2,0.0,0.13,0.0,Acceptable,True,train
pond_01731,fish,7.22,3.72,28.4,0.0,0.17,0.0,Poor,True,train
pond_01732,fish,8.75,2.92,27.9,0.151,0.0,32.6,Critical,True,train
pond_01733,fish,6.06,8.42,24.5,0.179,0.0,76.8,Critical,True,train
pond_01734,fish,7.17,6.22,27.1,0.238,0.58,67.3,Critical,True,test
pond_01735,fish,7.4,5.54,31.1,0.0,0.0,17.4,Optimal,True,train
pond_01736,fish,6.93,4.87,24.7,0.115,0.47,37.7,Poor,True,train
pond_01737,fish,7.94,4.65,28.0,0.0,0.09,8.6,Acceptable,True,train
pond_01738,fish,7.89,7.78,26.2,0.0,0.19,11.4,Optimal,True,train
pond_01739,fish,7.37,8.17,28.8,0.0,0.34,13.4,Optimal,True,train
pond_01740,fish,7.24,5.16,27.4,0.05,0.05,30.9,Poor,True,test
pond_01741,fish,7.33,5.85,32.6,0.001,0.34,31.7,Optimal,True,test
pond_01742,fish,7.34,5.76,29.9,0.075,0.0,39.5,Poor,True,train
pond_01743,fish,7.35,6.42,24.8,0.067,0.31,46.9,Poor,True,test
pond_01744,fish,7.29,7.99,30.4,0.0,0.0,28.9,Optimal,True,train
pond_01745,fish,7.55,5.63,26.3,0.067,0.14,35.7,Poor,True,train
pond_01746,fish,7.85,7.88,26.9,0.0,0.41,15.3,Optimal,True,train
pond_01747,fish,6.66,6.15,29.4,0.0,0.36,10.8,Optimal,True,train
pond_01748,fish,6.77,6.07,27.1,0.0,0.0,8.0,Optimal,True,train
pond_01749,fish,6.35,7.19,31.0,0.025,0.0,46.7,Acceptable,True,train
pond_01750,fish,7.92,6.67,26.3,0.0,0.03,28.9,Optimal,True,train
pond_01751,fish,7.55,6.04,26.8,0.0,0.25,1.3,Acceptable,True,train
pond_01752,fish,7.7,8.13,26.7,0.0,0.0,33.9,Acceptable,True,train
pond_01753,fish,6.54,7.89,26.9,0.0,0.2,12.5,Optimal,True,test
pond_01754,fish,8.47,6.82,31.6,0.204,0.28,64.9,Critical,True,train
pond_01755,fish,7.03,0.1,30.3,0.316,0.13,24.6,Critical,True,test
pond_01756,fish,7.5,5.39,33.3,0.153,0.33,47.3,Critical,True,val
pond_01757,fish,7.91,4.74,34.8,0.27,0.26,54.6,Critical,True,train
pond_01758,fish,6.81,6.37,25.6,0.0,0.06,17.8,Optimal,True,test
pond_01759,fish,7.07,6.61,28.7,0.0,0.0,36.4,Optimal,True,train
pond_01760,fish,7.51,6.87,25.2,0.012,0.23,45.0,Optimal,True,test
pond_01761,fish,9.11,7.22,26.3,0.0,0.0,37.1,Acceptable,True,val
pond_01762,fish,7.58,5.8,26.7,0.093,0.06,41.5,Critical,True,val
pond_01763,fish,8.36,8.53,25.5,0.0,0.32,11.1,Optimal,True,val
pond_01764,fish,8.12,7.52,25.6,0.0,0.55,45.0,Optimal,True,train
pond_01765,fish,7.62,6.65,28.1,0.0,0.19,26.2,Optimal,True,val
pond_01766,fish,6.81,7.22,25.1,0.0,0.34,41.3,Optimal,True,train
pond_01767,fish,8.04,6.91,30.9,0.08,0.0,51.6,Poor,True,train
pond_01768,fish,6.5,7.78,25.9,0.0,0.26,47.0,Optimal,True,train
pond_01769,fish,8.36,3.96,36.4,0.167,0.19,41.3,Critical,True,train
pond_01770,fish,7.52,7.46,27.2,0.0,0.51,46.6,Optimal,True,train
pond_01771,fish,5.81,6.0,28.7,0.077,0.06,47.4,Critical,True,val
pond_01772,fish,7.2,9.26,24.9,0.009,0.14,61.9,Optimal,True,train
pond_01773,fish,7.79,6.31,33.3,0.0,0.46,34.4,Acceptable,True,train
pond_01774,fish,7.26,4.25,31.6,0.14,0.18,38.0,Critical,True,val
pond_01775,fish,7.83,8.88,29.3,0.0,0.0,51.8,Optimal,True,train
pond_01776,fish,6.89,3.67,24.7,0.096,0.84,26.2,Critical,True,train
pond_01777,fish,6.62,6.57,29.1,0.0,0.0,11.0,Optimal,True,train
pond_01778,fish,7.36,5.5,25.4,0.109,0.18,43.9,Critical,True,train
pond_01779,fish,7.42,7.56,32.6,0.0,0.29,31.3,Optimal,True,train
pond_01780,fish,7.19,5.67,30.8,0.0,0.27,13.3,Optimal,True,test
pond_01781,fish,8.14,4.63,28.8,0.174,0.15,44.0,Critical,True,train
pond_01782,fish,6.89,6.89,21.7,0.174,0.15,60.8,Critical,True,test
pond_01783,fish,7.59,5.39,25.7,0.0,0.14,5.7,Optimal,True,val
pond_01784,fish,7.44,4.96,30.4,0.235,0.0,53.4,Critical,True,train
pond_01785,fish,6.47,4.61,31.9,0.0,0.74,0.0,Acceptable,True,train
pond_01786,fish,6.61,4.08,31.6,0.044,0.15,27.8,Poor,True,train
pond_01787,fish,7.41,7.13,24.0,0.196,0.35,68.1,Critical,True,train
pond_01788,fish,8.59,6.17,29.3,0.0,0.12,29.1,Optimal,True,train
pond_01789,fish,7.75,3.8,31.3,0.167,0.11,36.6,Critical,True,train
pond_01790,fish,6.36,4.47,23.9,0.199,0.09,48.7,Critical,True,train
pond_01791,fish,5.53,6.24,28.5,0.0,0.0,4.1,Poor,True,test
pond_01792,fish,7.84,6.38,29.3,0.0,0.16,36.3,Optimal,True,val
pond_01793,fish,7.34,7.0,27.7,0.0,0.1,36.2,Optimal,True,val
pond_01794,fish,8.08,7.68,23.3,0.137,0.49,68.5,Critical,True,train
pond_01795,fish,6.87,8.2,27.6,0.0,0.0,12.8,Optimal,True,test
pond_01796,fish,7.61,7.39,27.6,0.0,0.06,28.1,Optimal,True,train
pond_01797,fish,7.91,9.64,28.1,0.0,0.0,18.3,Acceptable,True,train
pond_01798,fish,7.13,10.48,26.9,0.0,0.56,16.4,Acceptable,True,test
pond_01799,fish,7.14,3.6,27.3,0.34,0.0,55.3,Critical,True,train
pond_01800,fish,7.42,2.75,28.4,0.247,0.34,35.5,Critical,True,train
pond_01801,fish,7.73,5.52,29.7,0.0,0.44,25.0,Optimal,True,val
pond_01802,fish,7.39,6.69,27.6,0.0,0.16,25.7,Optimal,True,train
pond_01803,fish,7.98,5.94,27.4,0.0,0.0,24.9,Optimal,True,train
pond_01804,fish,7.12,6.73,28.8,0.0,0.0,26.5,Optimal,True,train
pond_01805,fish,6.6,6.57,23.1,0.0,0.41,12.2,Acceptable,True,test
pond_01806,fish,8.59,4.54,29.8,0.087,0.0,30.3,Critical,True,train
pond_01807,fish,7.04,5.04,28.5,0.009,0.3,28.5,Optimal,True,val
pond_01808,fish,7.06,5.5,28.6,0.0,0.23,21.4,Optimal,True,test
pond_01809,fish,7.36,6.4,31.2,0.008,0.29,37.8,Optimal,True,train
pond_01810,fish,7.44,6.29,23.0,0.01,0.32,39.3,Acceptable,True,train
pond_01811,fish,7.17,6.58,23.0,0.0,0.0,25.0,Optimal,True,test
pond_01812,fish,7.39,6.43,29.3,0.0,0.0,32.4,Optimal,True,train
pond_01813,fish,7.38,5.53,28.5,0.362,0.38,73.9,Critical,True,val
pond_01814,fish,7.5,7.26,29.0,0.237,0.04,73.2,Critical,True,train
pond_01815,fish,5.99,4.79,27.2,0.0,0.0,16.0,Poor,True,train
pond_01816,fish,8.53,3.81,30.4,0.013,0.36,18.5,Acceptable,True,test
pond_01817,fish,7.31,5.67,31.1,0.0,0.0,15.9,Optimal,True,train
pond_01818,fish,7.75,6.08,29.9,0.15,0.32,54.0,Poor,True,train
pond_01819,fish,6.57,4.75,27.8,0.005,0.55,27.8,Optimal,True,train
pond_01820,fish,7.12,8.95,22.6,0.0,0.2,39.3,Acceptable,True,train
pond_01821,fish,7.0,8.03,30.7,0.149,0.45,70.9,Critical,True,train
pond_01822,fish,8.28,4.19,31.9,0.142,0.24,34.8,Critical,True,train
pond_01823,fish,7.05,7.5,30.3,0.0,0.6,47.7,Optimal,True,test
pond_01824,fish,7.85,2.99,26.0,0.289,0.0,44.4,Critical,True,train
pond_01825,fish,7.01,6.9,30.4,0.0,0.2,24.4,Optimal,True,val
pond_01826,fish,7.13,4.08,30.9,0.292,0.37,54.1,Critical,True,train
pond_01827,fish,7.25,6.23,32.9,0.0,0.15,19.7,Optimal,True,train
pond_01828,fish,8.17,4.98,26.0,0.236,0.49,59.1,Critical,True,train
pond_01829,fish,6.27,5.84,27.9,0.0,0.09,24.4,Acceptable,True,train
pond_01830,fish,6.61,4.22,30.6,0.057,0.72,26.4,Poor,True,train
pond_01831,fish,6.23,5.47,28.7,0.0,0.73,15.4,Acceptable,True,train
pond_01832,fish,6.75,9.03,25.4,0.0,0.27,18.4,Optimal,True,val
pond_01833,fish,6.91,5.4,29.7,0.0,0.34,27.3,Optimal,True,train
pond_01834,fish,6.43,8.41,30.1,0.0,0.5,0.0,Acceptable,True,train
pond_01835,fish,6.96,5.21,28.7,0.027,0.0,30.8,Acceptable,True,val
pond_01836,fish,6.19,7.76,29.1,0.0,0.0,25.9,Acceptable,True,train
pond_01837,fish,6.79,3.68,27.8,0.283,0.51,49.2,Critical,True,train
pond_01838,fish,8.12,4.51,32.6,0.196,0.27,42.6,Critical,True,val
pond_01839,fish,7.64,5.59,26.0,0.0,0.14,22.3,Optimal,True,train
pond_01840,fish,7.51,8.31,26.9,0.0,0.2,26.7,Optimal,True,test
pond_01841,fish,6.8,6.05,28.5,0.0,0.0,30.8,Optimal,True,train
pond_01842,fish,6.48,2.35,31.0,0.469,0.15,61.7,Critical,True,train
pond_01843,fish,6.72,4.86,24.3,0.0,0.01,20.2,Acceptable,True,train
pond_01844,fish,7.37,5.17,24.8,0.0,0.43,22.0,Optimal,True,train
pond_01845,fish,7.92,8.33,22.8,0.0,0.45,14.7,Acceptable,True,test
pond_01846,fish,7.94,6.91,28.6,0.0,0.34,8.3,Optimal,True,train
pond_01847,fish,7.78,6.05,25.4,0.026,0.3,40.5,Optimal,True,test
pond_01848,fish,6.96,5.26,27.4,0.056,0.0,38.7,Poor,True,train
pond_01849,fish,7.41,6.41,30.4,0.184,0.35,58.1,Critical,True,train
pond_01850,fish,7.21,4.6,26.7,0.231,0.36,53.7,Critical,True,train
pond_01851,fish,7.28,6.3,29.1,0.359,0.51,78.1,Critical,True,test
pond_01852,fish,8.62,6.5,27.7,0.0,0.73,33.7,Optimal,True,train
pond_01853,fish,6.34,5.01,30.4,0.028,0.0,30.3,Acceptable,True,train
pond_01854,fish,7.26,6.07,29.8,0.0,0.1,11.6,Optimal,True,val
pond_01855,fish,8.13,6.36,26.6,0.084,0.01,47.5,Poor,True,train
pond_01856,fish,6.52,6.6,28.0,0.0,0.24,37.1,Optimal,True,val
pond_01857,fish,7.01,3.31,31.4,0.309,0.2,46.7,Critical,True,train
pond_01858,fish,7.08,6.42,29.6,0.0,0.14,14.5,Optimal,True,train
pond_01859,fish,7.27,8.08,24.6,0.0,0.46,41.3,Optimal,True,train
pond_01860,fish,6.44,5.86,30.3,0.03,0.0,38.7,Poor,True,val
pond_01861,fish,7.76,7.29,25.5,0.0,0.0,37.5,Optimal,True,train
pond_01862,fish,7.8,4.8,32.5,0.0,0.0,22.7,Acceptable,True,train
pond_01863,fish,7.71,6.43,31.4,0.152,0.11,56.4,Critical,True,train
pond_01864,fish,6.88,5.72,29.3,0.337,0.0,71.9,Critical,True,train
pond_01865,fish,7.45,4.1,28.9,0.0,0.19,15.0,Acceptable,True,test
pond_01866,fish,6.86,7.07,27.9,0.044,0.16,48.0,Poor,True,train
pond_01867,fish,7.2,3.11,30.4,0.0,0.0,0.0,Poor,True,train
pond_01868,fish,8.69,6.42,27.5,0.06,0.42,47.0,Critical,True,train
pond_01869,fish,7.46,5.12,29.2,0.0,0.19,1.3,Acceptable,True,train
pond_01870,fish,6.69,4.65,30.9,0.0,0.47,25.6,Optimal,True,test
pond_01871,fish,7.51,6.38,26.9,0.0,0.15,11.4,Optimal,True,train
pond_01872,fish,6.59,5.18,26.8,0.0,0.19,31.1,Optimal,True,train
pond_01873,fish,6.68,7.23,25.2,0.04,0.06,50.1,Acceptable,True,val
pond_01874,fish,6.78,6.52,25.5,0.0,0.2,1.6,Optimal,True,train
pond_01875,fish,7.13,6.03,23.4,0.0,0.38,28.5,Acceptable,True,val
pond_01876,fish,7.96,7.24,30.5,0.0,0.1,25.8,Optimal,True,train
pond_01877,fish,7.75,5.0,33.6,0.305,0.33,63.5,Critical,True,train
pond_01878,fish,7.71,5.83,32.5,0.091,0.0,42.8,Critical,True,train
pond_01879,fish,6.74,8.76,23.9,0.0,0.39,13.8,Acceptable,True,train
pond_01880,fish,7.08,7.33,30.5,0.0,0.06,26.5,Optimal,True,test
pond_01881,fish,7.56,5.76,32.5,0.253,0.41,63.0,Critical,True,val
pond_01882,fish,7.02,5.65,27.2,0.123,0.22,47.9,Poor,True,train
pond_01883,fish,7.23,3.74,28.8,0.017,0.58,18.5,Acceptable,True,train
pond_01884,fish,7.66,7.29,22.9,0.0,0.0,30.2,Acceptable,True,train
pond_01885,fish,7.19,7.17,29.2,0.0,0.0,30.8,Optimal,True,val
pond_01886,fish,7.54,6.93,25.5,0.0,0.05,25.3,Optimal,True,train
pond_01887,fish,8.36,0.86,29.1,0.11,0.0,4.2,Critical,True,train
pond_01888,fish,7.3,7.95,24.1,0.0,0.0,22.8,Optimal,True,val
pond_01889,fish,8.11,6.78,30.0,0.129,0.36,60.0,Critical,True,train
pond_01890,fish,7.74,4.76,31.4,0.043,0.2,28.1,Poor,True,val
pond_01891,fish,6.52,7.65,26.3,0.0,0.08,33.1,Optimal,True,train
pond_01892,fish,6.74,7.36,25.3,0.0,0.1,37.5,Optimal,True,test
pond_01893,fish,6.9,6.13,22.5,0.346,0.05,74.9,Critical,True,test
pond_01894,fish,6.89,7.74,27.8,0.0,0.61,35.2,Acceptable,True,test
pond_01895,fish,7.35,4.37,26.9,0.293,0.02,54.7,Critical,True,train
pond_01896,fish,7.77,6.65,24.2,0.0,0.0,24.2,Optimal,True,train
pond_01897,fish,8.15,5.31,29.8,0.007,0.4,30.3,Optimal,True,train
pond_01898,fish,7.58,4.91,27.2,0.073,0.15,35.2,Poor,True,train
pond_01899,fish,7.13,6.87,25.5,0.0,0.71,21.1,Optimal,True,val
pond_01900,fish,6.15,7.97,26.9,0.0,0.07,31.3,Acceptable,True,train
pond_01901,fish,7.44,6.9,31.5,0.065,0.41,51.0,Poor,True,train
pond_01902,fish,7.42,6.45,30.2,0.0,0.47,20.6,Optimal,True,train
pond_01903,fish,7.51,3.5,28.1,0.173,0.07,35.0,Critical,True,train
pond_01904,fish,8.66,3.56,30.2,0.258,0.01,47.8,Critical,True,train
pond_01905,fish,8.14,6.73,25.2,0.0,0.39,20.2,Optimal,True,train
pond_01906,fish,7.87,5.73,28.6,0.156,0.34,54.7,Critical,True,train
pond_01907,fish,6.82,5.01,28.9,0.073,0.0,36.3,Poor,True,val
pond_01908,fish,7.09,8.75,27.2,0.0,0.0,32.0,Optimal,True,train
pond_01909,fish,7.34,5.69,29.7,0.0,0.0,0.0,Acceptable,True,test
pond_01910,fish,6.93,7.03,26.3,0.0,0.35,28.3,Optimal,True,test
pond_01911,fish,7.7,6.88,29.9,0.003,0.13,41.7,Optimal,True,train
pond_01912,fish,7.61,5.55,30.0,0.293,0.16,66.4,Critical,True,val
pond_01913,fish,6.75,11.18,20.3,0.0,0.0,45.2,Poor,True,train
pond_01914,fish,8.12,3.77,31.8,0.317,0.0,55.3,Critical,True,train
pond_01915,fish,7.46,6.78,20.0,0.0,0.08,13.2,Poor,True,train
pond_01916,fish,6.36,4.85,26.8,0.038,0.03,32.7,Poor,True,train
pond_01917,fish,7.37,7.37,31.4,0.087,0.23,57.0,Poor,True,train
pond_01918,fish,7.57,7.11,27.6,0.0,0.35,19.0,Optimal,True,val
pond_01919,fish,7.98,5.92,24.4,0.16,0.77,52.4,Critical,True,train
pond_01920,fish,7.2,5.25,25.4,0.161,0.19,48.2,Critical,True,val
pond_01921,fish,7.9,7.12,31.4,0.0,0.48,39.9,Optimal,True,train
pond_01922,fish,7.51,7.46,23.1,0.0,0.0,29.1,Acceptable,True,train
pond_01923,fish,6.61,7.1,31.7,0.0,0.0,17.2,Optimal,True,train
pond_01924,fish,6.55,5.75,28.3,0.282,0.11,67.0,Critical,True,test
pond_01925,fish,8.07,7.23,25.2,0.034,0.0,46.4,Acceptable,True,train
pond_01926,fish,8.12,6.57,26.9,0.012,0.2,41.1,Optimal,True,train
pond_01927,fish,7.59,5.54,25.7,0.0,0.0,27.6,Optimal,True,train
pond_01928,fish,8.3,5.08,30.9,0.067,0.0,35.7,Poor,True,train
pond_01929,fish,8.03,3.7,30.6,0.195,0.63,38.0,Poor,True,test
pond_01930,fish,7.81,7.52,23.7,0.0,0.07,42.2,Acceptable,True,train
pond_01931,fish,6.85,7.11,27.4,0.031,0.0,48.2,Acceptable,True,val
pond_01932,fish,8.44,7.7,26.1,0.0,0.42,20.9,Optimal,True,val
pond_01933,fish,7.72,5.96,32.1,0.0,0.02,8.6,Optimal,True,train
pond_01934,fish,7.17,6.43,24.7,0.0,0.47,36.5,Optimal,True,train
pond_01935,fish,7.0,7.01,33.0,0.0,0.02,3.6,Poor,True,val
pond_01936,fish,7.55,7.07,28.4,0.0,0.06,29.2,Optimal,True,test
pond_01937,fish,6.4,8.44,25.2,0.0,0.29,25.8,Optimal,True,train
pond_01938,fish,7.82,8.24,26.6,0.0,0.35,43.9,Optimal,True,train
pond_01939,fish,6.83,6.11,26.3,0.327,0.39,70.7,Poor,True,train
pond_01940,fish,7.62,7.11,24.9,0.0,0.18,0.0,Acceptable,True,train
pond_01941,fish,7.09,6.83,28.8,0.294,0.33,75.9,Critical,True,val
pond_01942,fish,7.24,4.93,25.1,0.028,0.39,30.8,Acceptable,True,train
pond_01943,fish,6.95,5.53,22.4,0.104,0.25,41.3,Critical,True,val
pond_01944,fish,7.3,4.21,27.4,0.0,0.16,9.5,Acceptable,True,train
pond_01945,fish,8.53,6.73,23.5,0.102,0.0,52.9,Critical,True,val
pond_01946,fish,8.23,5.78,26.4,0.015,0.35,35.7,Acceptable,True,train
pond_01947,fish,7.61,4.34,26.0,0.114,0.21,33.9,Critical,True,train
pond_01948,fish,7.38,6.53,26.1,0.0,0.1,0.1,Acceptable,True,train
pond_01949,fish,7.91,4.47,34.1,0.107,0.52,36.3,Critical,True,train
pond_01950,fish,8.08,7.42,28.7,0.019,0.0,50.2,Optimal,True,train
pond_01951,fish,6.9,8.47,29.2,0.0,0.61,30.7,Optimal,True,train
pond_01952,fish,7.35,7.5,23.5,0.073,0.19,56.1,Poor,True,train
pond_01953,fish,6.31,5.22,26.7,0.204,0.28,55.4,Critical,True,test
pond_01954,fish,8.07,6.58,29.1,0.0,0.1,23.5,Optimal,True,val
pond_01955,fish,8.64,6.43,25.6,0.193,0.0,63.7,Critical,True,test
pond_01956,fish,7.45,4.92,31.0,0.093,0.17,35.8,Critical,True,train
pond_01957,fish,6.12,5.32,25.1,0.062,0.28,35.9,Poor,True,train
pond_01958,fish,7.77,5.32,27.7,0.07,0.37,36.8,Poor,True,val
pond_01959,fish,6.86,5.9,26.9,0.043,0.15,36.2,Acceptable,True,train
pond_01960,fish,7.0,6.83,29.0,0.0,0.0,0.0,Acceptable,True,val
pond_01961,fish,7.78,6.9,26.7,0.0,0.0,31.7,Optimal,True,train
pond_01962,fish,7.55,8.52,27.7,0.0,0.71,10.4,Optimal,True,train
pond_01963,fish,7.11,6.89,27.8,0.169,0.0,64.3,Critical,True,train
pond_01964,fish,7.01,6.83,26.4,0.165,0.56,63.5,Critical,True,train
pond_01965,fish,7.48,5.08,29.9,0.187,0.0,50.3,Critical,True,val
pond_01966,fish,7.15,4.2,29.2,0.095,0.15,30.7,Critical,True,train
pond_01967,fish,6.73,5.06,28.3,0.0,0.36,16.9,Optimal,True,train
pond_01968,fish,7.2,5.08,27.3,0.0,0.0,23.2,Optimal,True,train
pond_01969,fish,7.6,1.74,30.7,0.572,0.6,70.0,Critical,True,train
pond_01970,fish,7.29,4.53,27.8,0.018,0.22,22.5,Acceptable,True,val
pond_01971,fish,6.55,8.23,27.6,0.0,0.32,0.0,Acceptable,True,test
pond_01972,fish,7.99,6.25,28.8,0.163,0.13,53.5,Critical,True,train
pond_01973,fish,5.76,4.25,33.3,0.357,0.36,62.0,Critical,True,test
pond_01974,fish,7.13,7.16,24.7,0.159,0.59,64.9,Critical,True,train
pond_01975,fish,7.03,2.6,30.7,0.384,0.17,53.7,Critical,True,train
pond_01976,fish,7.49,7.33,23.2,0.086,0.63,56.6,Critical,True,val
pond_01977,fish,7.74,7.46,29.1,0.0,0.05,36.0,Optimal,True,train
pond_01978,fish,8.08,4.69,32.9,0.0,0.39,0.0,Acceptable,True,train
pond_01979,fish,6.97,3.03,29.9,0.2,0.32,35.5,Critical,True,test
pond_01980,fish,7.75,5.12,29.0,0.184,0.0,46.2,Critical,True,train
pond_01981,fish,7.52,7.93,26.9,0.0,0.25,32.6,Optimal,True,train
pond_01982,fish,6.37,6.14,28.6,0.0,0.2,31.7,Optimal,True,train
pond_01983,fish,8.54,3.97,27.8,0.025,0.0,17.6,Acceptable,True,val
pond_01984,fish,6.54,9.59,26.3,0.0,0.29,17.0,Acceptable,True,train
pond_01985,fish,7.65,4.22,27.7,0.404,0.24,68.1,Critical,True,train
pond_01986,fish,7.63,5.34,29.1,0.307,0.18,68.7,Critical,True,train
pond_01987,fish,7.57,4.81,26.4,0.11,0.18,35.0,Critical,True,train
pond_01988,fish,7.1,4.83,26.2,0.099,0.18,40.1,Critical,True,train
pond_01989,fish,7.9,5.98,24.7,0.0,0.11,17.3,Optimal,True,val
pond_01990,fish,6.46,6.46,29.6,0.052,0.23,46.6,Critical,True,train
pond_01991,fish,7.36,7.28,30.0,0.19,0.04,66.7,Critical,True,train
pond_01992,fish,7.06,5.12,29.1,0.0,0.86,7.5,Optimal,True,train
pond_01993,fish,6.99,3.81,31.2,0.226,0.0,43.3,Critical,True,train
pond_01994,fish,7.66,6.42,28.7,0.064,0.05,44.7,Poor,True,train
pond_01995,fish,8.05,6.28,29.6,0.055,0.07,44.5,Poor,True,train
pond_01996,fish,7.19,5.95,29.4,0.254,0.71,64.6,Critical,True,val
pond_01997,fish,7.87,6.24,28.2,0.311,0.0,71.6,Critical,True,train
pond_01998,fish,7.43,5.96,27.0,0.0,0.31,30.8,Optimal,True,val
pond_01999,fish,6.86,4.61,34.7,0.187,0.26,47.1,Critical,True,train
pond_02000,fish,7.25,5.82,27.2,0.03,0.28,36.5,Acceptable,True,train
pond_02001,fish,7.22,7.7,26.6,0.0,0.51,23.6,Optimal,True,train
pond_02002,fish,6.98,8.66,29.7,0.0,0.5,39.9,Optimal,True,train
pond_02003,fish,7.66,5.9,29.2,0.121,0.09,47.1,Critical,True,train
pond_02004,fish,7.54,6.63,24.6,0.0,0.25,38.9,Optimal,True,train
pond_02005,fish,6.45,5.48,31.6,0.0,0.0,19.1,Optimal,True,train
pond_02006,fish,6.41,4.94,28.2,0.01,0.22,26.7,Optimal,True,train
pond_02007,fish,7.65,7.54,25.4,0.0,0.0,26.8,Optimal,True,train
pond_02008,fish,6.91,5.7,31.8,0.0,0.15,19.8,Optimal,True,train
pond_02009,fish,7.58,4.84,30.3,0.133,0.0,40.6,Critical,True,val
pond_02010,fish,7.87,7.82,25.0,0.0,0.3,42.5,Optimal,True,train
pond_02011,fish,6.64,4.76,33.5,0.241,0.0,52.6,Critical,True,test
pond_02012,fish,6.55,4.05,30.3,0.024,0.24,19.6,Optimal,True,test
pond_02013,fish,8.4,6.3,28.5,0.0,0.0,24.6,Optimal,True,train
pond_02014,fish,7.61,5.18,33.0,0.3,0.0,63.0,Critical,True,val
pond_02015,fish,7.15,7.05,28.9,0.0,0.49,32.0,Optimal,True,test
pond_02016,fish,6.84,6.98,28.4,0.0,0.35,35.5,Optimal,True,train
pond_02017,fish,7.09,6.04,26.7,0.0,0.49,31.8,Optimal,True,train
pond_02018,fish,6.69,4.79,30.1,0.261,0.59,55.4,Poor,True,train
pond_02019,fish,7.93,5.52,29.8,0.208,0.01,56.1,Critical,True,train
pond_02020,fish,6.93,6.3,28.5,0.154,0.57,55.0,Critical,True,val
