image_path,label,species,split_x,is_augmented,fold,split_y,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity,temp_do_ratio,ammonia_toxicity_index,stress_score
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_163.jpg,Bacterial gill disease,fish,train,False,1,train,5.96,34.63,2.13,30.77,0.306,28.85,16.258139633147263,0.03865751288907967,2.8470000000000004
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_164.jpg,Bacterial gill disease,fish,train,False,2,train,4.88,29.63,3.89,26.45,0.09,44.55,7.616947000136245,0.0008091595277321296,1.779
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_165.jpg,Bacterial gill disease,fish,train,False,0,val,6.09,29.28,2.81,33.77,0.266,38.01,10.419891744157495,0.03832769486438726,2.444
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_166.jpg,Bacterial gill disease,fish,train,False,1,val,5.8,32.98,3.47,30.28,0.029,54.68,9.504295376670383,0.0024138408936309847,1.3849999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_167.jpg,Bacterial gill disease,fish,train,False,1,val,5.45,28.94,5.56,32.98,0.11,55.49,5.2050266096643725,0.0035888160893549066,1.187
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_168.jpg,Bacterial gill disease,fish,train,False,0,train,5.82,32.37,3.0,27.5,0.109,48.28,10.78996403345322,0.00932457805363457,1.8399999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_17.jpg,Bacterial gill disease,fish,train,False,2,train,5.96,28.87,3.34,39.94,0.054,49.18,8.643686695548816,0.005687226633356304,1.476
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_170.jpg,Bacterial gill disease,fish,train,False,4,val,6.61,32.05,3.69,36.23,0.044,33.69,8.685613318121089,0.022979506710374402,1.136
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_171.jpg,Bacterial gill disease,fish,train,False,0,train,6.43,28.7,2.87,26.82,0.045,46.12,9.99996515691583,0.013904468797086435,1.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_173.jpg,Bacterial gill disease,fish,train,False,0,train,7.15,29.23,2.19,27.13,0.183,41.92,13.346971018397177,0.30223161818264543,1.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_174.jpg,Bacterial gill disease,fish,train,False,2,train,5.27,29.59,4.02,36.35,0.134,58.42,7.360678207268142,0.0029533148888385846,1.7990000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_175.jpg,Bacterial gill disease,fish,train,False,2,train,4.7,28.83,3.63,17.46,0.511,45.03,7.942126881193165,0.00295342219205494,3.5949999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_177.jpg,Bacterial gill disease,fish,train,False,4,val,5.49,31.21,2.46,29.02,0.103,49.33,12.686940296990663,0.0039736625624884675,2.077
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_179.jpg,Bacterial gill disease,fish,train,False,3,train,8.24,33.15,1.34,28.15,0.136,30.51,24.738621353571986,3.1338805025334753,2.164
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_18.jpg,Bacterial gill disease,fish,train,False,1,train,6.98,33.49,3.42,35.03,0.452,48.61,9.792369028160737,0.5782472468419113,2.7380000000000004
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_180.jpg,Bacterial gill disease,fish,train,False,3,train,6.3,33.74,2.7,22.72,0.483,42.97,12.496250013888837,0.13006253077962054,3.282
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_182.jpg,Bacterial gill disease,fish,train,False,4,train,5.62,30.84,4.19,26.17,0.58,42.24,7.360364295073281,0.029826504144042337,3.4269999999999996
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_183.jpg,Bacterial gill disease,fish,train,False,0,val,6.66,29.48,3.37,32.8,0.142,40.08,8.747748523001414,0.07653777183352822,1.6089999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_184.jpg,Bacterial gill disease,fish,train,False,2,train,4.97,32.55,2.69,23.24,0.117,43.13,12.100326764584517,0.0014216636065760874,2.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_186.jpg,Bacterial gill disease,fish,train,False,3,train,6.33,33.24,5.22,30.61,0.165,33.62,6.367803893095991,0.046903467504335786,1.245
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_19.jpg,Bacterial gill disease,fish,train,False,2,train,5.66,31.2,3.57,33.82,0.381,52.51,8.739471318007512,0.021733994910359777,2.805
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_192.jpg,Bacterial gill disease,fish,train,False,2,train,6.47,32.02,2.51,33.61,0.047,51.98,12.756921287166188,0.017765571254317235,1.544
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_193.jpg,Bacterial gill disease,fish,train,False,4,train,6.28,32.16,3.36,29.25,0.227,52.84,9.571400085118793,0.055641891954245834,2.066
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_194.jpg,Bacterial gill disease,fish,train,False,0,train,6.29,28.42,3.52,35.24,0.079,42.82,8.073840699316195,0.017511008393939077,1.423
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_195.jpg,Bacterial gill disease,fish,train,False,1,train,5.45,29.04,2.9,22.38,0.596,31.28,10.0137585732463,0.01951204833322247,3.9289999999999994
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_196.jpg,Bacterial gill disease,fish,train,False,2,train,6.12,28.73,4.42,30.04,0.398,55.31,6.499985294150919,0.06029463762917113,2.4800000000000004
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_198.jpg,Bacterial gill disease,fish,train,False,0,train,5.44,33.23,3.34,30.21,0.098,36.83,9.94907200876644,0.0035877023766275524,1.8079999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_199.jpg,Bacterial gill disease,fish,train,False,1,train,5.73,32.16,2.11,31.39,0.422,32.67,15.241633925905564,0.029153351060299273,3.386
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_20.jpeg,Bacterial gill disease,fish,train,False,4,train,5.68,32.46,3.41,25.84,0.115,40.4,9.519033668522965,0.007146713086524702,1.7830000000000001
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_200.jpg,Bacterial gill disease,fish,train,False,0,val,6.06,31.87,1.95,28.38,0.098,42.37,16.343505930738818,0.014343929119505402,2.0389999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_201.jpg,Bacterial gill disease,fish,train,False,2,train,5.9,32.83,3.47,29.26,0.072,37.93,9.461067835539378,0.007510405232447477,1.5269999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_202.jpg,Bacterial gill disease,fish,train,False,2,train,6.18,32.89,3.69,23.93,0.006,42.56,8.913254977628787,0.0011947447070656046,1.113
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_208.jpg,Bacterial gill disease,fish,train,False,3,train,6.93,34.58,4.65,22.75,0.066,58.35,7.436543147219038,0.07770141287314074,0.8399999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_21.jpg,Bacterial gill disease,fish,train,False,2,train,6.75,36.03,4.02,29.0,0.217,55.45,8.962664271979426,0.17586685097655985,1.687
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_210.jpg,Bacterial gill disease,fish,train,False,0,val,5.89,34.91,2.55,34.13,0.065,52.04,13.690142391598464,0.007045684578791979,1.778
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_212.jpg,Bacterial gill disease,fish,train,False,2,train,8.15,31.92,0.76,30.5,0.225,53.85,41.99944737569243,4.057937858192252,2.6670000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_213.jpg,Bacterial gill disease,fish,train,False,2,train,5.46,34.7,4.77,28.01,0.299,31.88,7.274617872918507,0.01196907682175579,2.177
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_214.jpg,Bacterial gill disease,fish,train,False,2,train,6.62,34.08,4.55,30.25,0.152,36.2,7.490093428366092,0.08637800421910773,1.3070000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_215.jpg,Bacterial gill disease,fish,train,False,4,train,5.9,31.86,4.44,31.42,0.455,35.2,7.175659514280373,0.04605928155613445,2.768
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_216.jpg,Bacterial gill disease,fish,train,False,1,train,7.94,31.6,2.28,29.55,0.219,42.96,13.859588335138882,2.410966571172826,2.124
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_217.jpg,Bacterial gill disease,fish,train,False,0,train,5.82,30.62,3.14,26.19,0.022,54.32,9.751561300760189,0.001780278137263349,1.4499999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_218.jpg,Bacterial gill disease,fish,train,False,1,train,6.26,28.17,3.7,30.52,0.084,36.96,7.613492936505577,0.017223686990846518,1.3980000000000001
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_220.jpg,Bacterial gill disease,fish,train,False,0,train,5.77,33.05,2.86,29.82,0.47,43.18,11.555903650686535,0.03658721168186412,3.341
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_222.jpg,Bacterial gill disease,fish,train,False,2,train,5.65,30.56,1.96,26.04,0.046,42.15,15.591757184912321,0.0025117197060085536,1.9509999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_223.jpg,Bacterial gill disease,fish,train,False,4,train,6.06,32.2,3.9,25.4,0.099,34.85,8.256389086181832,0.01464033645843104,1.4580000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_224.jpg,Bacterial gill disease,fish,train,False,0,train,5.64,29.08,2.16,26.18,0.059,46.81,13.462900634719281,0.0029957557747643877,1.946
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_225.jpg,Bacterial gill disease,fish,train,False,3,train,5.85,28.68,3.17,24.61,0.09,58.52,9.047290071640152,0.007309398634609341,1.7040000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_226.jpg,Bacterial gill disease,fish,train,False,1,train,6.27,31.46,5.35,29.4,0.08,34.96,5.88036284044329,0.0187460036222124,0.8840000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_227.jpg,Bacterial gill disease,fish,train,False,3,val,6.05,28.92,3.93,25.8,0.015,33.14,7.358759901374297,0.0019469264219047664,1.1159999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_229.jpg,Bacterial gill disease,fish,train,False,0,val,4.71,35.58,3.85,29.93,0.094,48.69,9.241534437572888,0.0006861100623947198,1.858
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_230.jpg,Bacterial gill disease,fish,train,False,4,train,5.93,33.11,3.16,22.38,0.338,11.75,10.477814943623596,0.038100955961478666,2.6750000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_235.jpg,Bacterial gill disease,fish,train,False,3,val,5.22,33.38,2.91,21.18,0.151,35.76,11.470750959618696,0.0033459794626040508,2.2150000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_236.jpg,Bacterial gill disease,fish,train,False,1,train,5.95,30.25,4.72,34.5,0.168,32.67,6.408884726939139,0.018117349070382788,1.5210000000000001
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_238.jpg,Bacterial gill disease,fish,train,False,2,train,6.5,34.69,2.27,28.87,0.051,34.03,15.281871004973544,0.02237868005437318,1.623
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_239.jpg,Bacterial gill disease,fish,train,False,3,train,5.74,29.65,2.76,31.33,0.655,45.67,10.742714700309056,0.04268998370388186,4.120000000000001
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_24.jpeg,Bacterial gill disease,fish,train,False,4,train,6.37,34.04,2.79,25.13,0.203,42.69,12.200673115866968,0.06479560968527402,2.1140000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_241.jpg,Bacterial gill disease,fish,train,False,0,train,5.78,32.21,2.32,30.73,0.062,41.39,13.883560846720489,0.004813294178328858,1.8679999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_242.jpg,Bacterial gill disease,fish,train,False,3,train,6.42,32.34,4.18,25.45,0.153,49.58,7.7368235961158005,0.052058474517032736,1.4820000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_243.jpg,Bacterial gill disease,fish,train,False,3,train,6.08,28.73,2.45,25.33,0.068,44.3,11.726482749050003,0.009395167560183852,1.763
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_244.jpg,Bacterial gill disease,fish,train,False,1,train,6.63,29.48,3.57,17.01,0.227,40.0,8.25767995047633,0.11418612306558022,1.8980000000000001
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_249.jpg,Bacterial gill disease,fish,train,False,4,train,5.78,34.47,2.89,29.53,0.008,39.01,11.927294369223635,0.00066464732582346,1.4809999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_25.jpg,Bacterial gill disease,fish,train,False,3,train,4.0,32.92,5.96,30.03,0.013,84.26,5.523480665300898,1.71184e-05,1.114
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_250.jpg,Bacterial gill disease,fish,train,False,3,train,5.93,31.72,3.16,26.3,0.068,47.49,10.037942917902157,0.007343482811523986,1.5950000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_252.jpg,Bacterial gill disease,fish,train,False,4,val,5.56,29.96,2.3,26.2,0.347,57.57,13.026030321607298,0.015098412107026171,3.08
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_255.jpg,Bacterial gill disease,fish,train,False,3,train,5.5,32.89,3.9,35.39,0.662,38.6,8.433311709457156,0.027541136281929984,3.878
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_256.jpg,Bacterial gill disease,fish,train,False,3,train,6.88,29.2,3.8,27.22,0.814,44.36,7.684190304762356,0.7212191466141462,4.101999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_257.jpg,Bacterial gill disease,fish,train,False,2,train,6.03,31.54,4.46,31.94,0.096,48.31,7.071733023020128,0.012977556052682545,1.287
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_258.jpg,Bacterial gill disease,fish,train,False,3,val,6.42,33.19,4.38,25.58,0.146,42.7,7.577608270300753,0.0509823792761885,1.394
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_259.jpg,Bacterial gill disease,fish,train,False,2,train,6.7,29.83,3.71,27.24,0.016,34.05,8.040409594583302,0.009568265714624985,0.9909999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_260.jpg,Bacterial gill disease,fish,train,False,4,val,6.28,31.21,0.81,27.25,0.271,28.7,38.53038851372205,0.06446486104427415,3.0069999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_261.jpg,Bacterial gill disease,fish,train,False,1,train,6.38,34.8,2.44,34.99,0.129,42.3,14.262236630177744,0.04307536296024918,1.9200000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_262.jpg,Bacterial gill disease,fish,train,False,1,train,6.46,28.94,2.71,25.88,0.141,34.43,10.678927384031793,0.04707362363907295,1.863
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_263.jpg,Bacterial gill disease,fish,train,False,3,train,6.31,29.57,1.74,29.08,0.17,52.8,16.994155206004564,0.041054449896236994,2.3150000000000004
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_265.jpg,Bacterial gill disease,fish,train,False,1,train,5.13,33.28,3.28,33.05,0.269,36.54,10.146310529541068,0.004830538957233164,2.6030000000000006
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_266.jpg,Bacterial gill disease,fish,train,False,4,train,6.26,34.18,3.79,29.15,0.128,49.67,9.018445861620418,0.031845056177812074,1.5470000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_267.jpg,Bacterial gill disease,fish,train,False,4,train,6.4,28.17,5.13,34.07,0.008,51.02,5.49121736604802,0.002264314904819998,0.6229999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_268.jpg,Bacterial gill disease,fish,train,False,3,train,5.53,31.19,3.41,23.03,0.088,44.34,9.146600743106324,0.0037201293289535705,1.7199999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_27.jpg,Bacterial gill disease,fish,train,False,0,val,6.37,29.97,4.71,30.23,0.073,31.65,6.363043815193599,0.020514908977780317,1.018
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_271.jpg,Bacterial gill disease,fish,train,False,2,train,6.75,29.82,3.13,33.3,0.108,56.54,9.527126111418175,0.07244215913020123,1.518
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_272.jpg,Bacterial gill disease,fish,train,False,1,train,5.79,27.2,0.93,26.2,0.12,50.52,29.24699734411458,0.008050264344303512,2.5140000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_273.jpg,Bacterial gill disease,fish,train,False,3,train,7.81,33.88,0.5,26.45,0.674,48.36,67.75864482710347,5.897436719405533,4.439
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_274.jpg,Bacterial gill disease,fish,train,False,2,train,4.74,32.13,2.1,28.24,0.314,49.47,15.29992714320408,0.002217687583596913,3.254
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_277.jpg,Bacterial gill disease,fish,train,False,4,train,6.47,31.39,2.73,28.9,0.109,23.15,11.498126380489449,0.040390367524525204,1.726
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_278.jpg,Bacterial gill disease,fish,train,False,1,train,6.79,32.06,4.16,22.51,0.028,37.91,7.706712243480185,0.022140200050840615,0.877
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_279.jpg,Bacterial gill disease,fish,train,False,4,train,7.14,28.86,2.76,28.82,0.126,41.23,10.456483853319373,0.20078296497725368,1.584
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_280.jpg,Bacterial gill disease,fish,train,False,0,,,,,,,,,,
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_298.jpg,Bacterial gill disease,fish,train,False,3,train,5.89,30.77,2.78,21.94,0.175,48.22,11.068305509692411,0.016719586645065378,2.149
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_318.jpg,Bacterial gill disease,fish,train,False,1,train,6.24,32.73,2.18,34.81,0.349,64.9,15.013692597740375,0.07940199669045404,2.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_32.jpg,Bacterial gill disease,fish,train,False,3,val,6.31,32.94,3.64,28.94,0.194,42.51,9.049425688390965,0.05218976196839344,1.841
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_34.jpg,Bacterial gill disease,fish,train,False,3,train,4.92,28.21,3.05,29.24,0.465,68.5,9.249150002786877,0.004364314412801981,3.519
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_357.jpg,Bacterial gill disease,fish,train,False,1,train,4.5,26.46,3.81,27.62,0.326,49.2,6.944863661775166,0.0010911072242202416,2.861
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_358.jpg,Bacterial gill disease,fish,train,False,1,train,6.73,32.46,3.1,30.32,0.382,45.73,10.470933964729145,0.26636175624352626,2.629
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_359.jpg,Bacterial gill disease,fish,train,False,2,train,5.9,29.18,3.49,22.83,0.092,50.72,8.361007561582918,0.008529687223245676,1.6009999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_360.jpg,Bacterial gill disease,fish,train,False,2,train,5.18,30.29,4.53,23.16,0.354,36.6,6.686519455806941,0.006491761062462792,2.553
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_361.jpg,Bacterial gill disease,fish,train,False,3,train,7.09,29.79,2.71,29.96,0.652,41.42,10.992579363175782,0.9558243502796218,3.718000000000001
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_363.jpg,Bacterial gill disease,fish,train,False,4,train,5.96,34.3,0.66,26.35,0.003,38.23,51.96890956197633,0.00037538366147889235,2.0759999999999996
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_368.jpg,Bacterial gill disease,fish,train,False,1,train,7.0,31.1,3.55,31.81,0.079,34.79,8.76053870270788,0.098276,1.201
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_372.jpg,Bacterial gill disease,fish,train,False,4,train,6.61,25.68,3.12,25.59,0.446,39.09,8.230742850183171,0.18663361552673163,2.915
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_373.jpg,Bacterial gill disease,fish,train,False,2,train,6.49,30.72,2.48,31.37,0.022,41.31,12.387046826424086,0.008354181060439943,1.447
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial gill disease\Bacterial gill disease_374.jpg,Bacterial gill disease,fish,train,False,4,train,4.36,30.06,2.37,21.47,0.189,47.52,12.683490786958703,0.0005206079212150268,2.787
